ID,label
42480,33
42481,55
42482,91
42483,19
42484,20
42485,37
42486,85
42487,64
42488,44
42489,66
42490,18
42491,49
42492,27
42493,38
42494,89
42495,75
42496,7
42497,77
42498,53
42499,19
42500,36
42501,10
42502,5
42503,52
42504,57
42505,54
42506,32
42507,5
42508,96
42509,6
42510,37
42511,67
42512,86
42513,34
42514,34
42515,55
42516,39
42517,11
42518,33
42519,49
42520,51
42521,35
42522,69
42523,94
42524,6
42525,97
42526,45
42527,10
42528,31
42529,83
42530,15
42531,8
42532,54
42533,33
42534,14
42535,53
42536,18
42537,43
42538,4
42539,80
42540,23
42541,41
42542,80
42543,33
42544,84
42545,31
42546,60
42547,88
42548,34
42549,65
42550,38
42551,65
42552,92
42553,10
42554,84
42555,71
42556,21
42557,87
42558,79
42559,21
42560,78
42561,68
42562,97
42563,25
42564,26
42565,52
42566,85
42567,88
42568,69
42569,32
42570,36
42571,15
42572,57
42573,85
42574,89
42575,74
42576,48
42577,85
42578,12
42579,4
42580,76
42581,46
42582,64
42583,5
42584,0
42585,81
42586,36
42587,40
42588,86
42589,18
42590,98
42591,18
42592,99
42593,75
42594,80
42595,62
42596,54
42597,22
42598,12
42599,25
42600,96
42601,52
42602,58
42603,70
42604,2
42605,28
42606,21
42607,53
42608,66
42609,87
42610,17
42611,31
42612,67
42613,67
42614,26
42615,49
42616,57
42617,39
42618,63
42619,95
42620,61
42621,85
42622,61
42623,14
42624,52
42625,86
42626,14
42627,68
42628,99
42629,73
42630,10
42631,62
42632,29
42633,89
42634,81
42635,31
42636,54
42637,41
42638,77
42639,19
42640,6
42641,96
42642,85
42643,83
42644,64
42645,87
42646,77
42647,0
42648,80
42649,47
42650,38
42651,21
42652,86
42653,2
42654,8
42655,52
42656,23
42657,27
42658,59
42659,90
42660,49
42661,90
42662,88
42663,45
42664,21
42665,59
42666,94
42667,33
42668,67
42669,86
42670,16
42671,52
42672,40
42673,71
42674,17
42675,61
42676,18
42677,20
42678,99
42679,32
42680,6
42681,10
42682,76
42683,87
42684,72
42685,43
42686,5
42687,94
42688,34
42689,8
42690,12
42691,38
42692,80
42693,13
42694,25
42695,3
42696,90
42697,27
42698,95
42699,64
42700,53
42701,37
42702,69
42703,87
42704,50
42705,32
42706,72
42707,57
42708,91
42709,54
42710,92
42711,66
42712,31
42713,70
42714,56
42715,13
42716,8
42717,91
42718,29
42719,7
42720,29
42721,2
42722,31
42723,6
42724,34
42725,43
42726,20
42727,86
42728,18
42729,71
42730,52
42731,79
42732,64
42733,5
42734,83
42735,20
42736,6
42737,78
42738,7
42739,39
42740,38
42741,10
42742,53
42743,37
42744,22
42745,77
42746,10
42747,24
42748,61
42749,61
42750,11
42751,97
42752,80
42753,7
42754,97
42755,12
42756,64
42757,17
42758,81
42759,86
42760,18
42761,94
42762,27
42763,97
42764,99
42765,46
42766,70
42767,42
42768,40
42769,29
42770,38
42771,76
42772,35
42773,65
42774,99
42775,83
42776,26
42777,49
42778,43
42779,22
42780,54
42781,77
42782,91
42783,67
42784,56
42785,71
42786,1
42787,89
42788,82
42789,4
42790,39
42791,52
42792,1
42793,21
42794,75
42795,79
42796,21
42797,94
42798,40
42799,31
42800,90
42801,29
42802,72
42803,98
42804,57
42805,64
42806,7
42807,85
42808,9
42809,77
42810,51
42811,15
42812,59
42813,20
42814,14
42815,46
42816,80
42817,72
42818,28
42819,39
42820,91
42821,23
42822,37
42823,52
42824,54
42825,5
42826,40
42827,56
42828,20
42829,9
42830,5
42831,13
42832,86
42833,60
42834,29
42835,51
42836,59
42837,50
42838,41
42839,52
42840,7
42841,58
42842,7
42843,55
42844,69
42845,51
42846,18
42847,13
42848,39
42849,30
42850,0
42851,98
42852,21
42853,56
42854,79
42855,60
42856,36
42857,20
42858,67
42859,9
42860,94
42861,24
42862,59
42863,16
42864,33
42865,20
42866,60
42867,67
42868,58
42869,89
42870,57
42871,2
42872,22
42873,34
42874,64
42875,83
42876,62
42877,48
42878,63
42879,34
42880,18
42881,59
42882,77
42883,0
42884,41
42885,21
42886,75
42887,95
42888,85
42889,93
42890,5
42891,9
42892,57
42893,22
42894,0
42895,72
42896,31
42897,87
42898,95
42899,84
42900,69
42901,3
42902,34
42903,52
42904,58
42905,81
42906,35
42907,17
42908,1
42909,17
42910,86
42911,75
42912,8
42913,20
42914,61
42915,55
42916,86
42917,74
42918,40
42919,6
42920,19
42921,64
42922,37
42923,55
42924,29
42925,0
42926,41
42927,52
42928,42
42929,56
42930,96
42931,66
42932,89
42933,57
42934,38
42935,29
42936,47
42937,95
42938,88
42939,94
42940,48
42941,99
42942,42
42943,79
42944,37
42945,0
42946,59
42947,25
42948,22
42949,1
42950,17
42951,36
42952,68
42953,90
42954,94
42955,12
42956,9
42957,15
42958,70
42959,68
42960,26
42961,99
42962,46
42963,99
42964,60
42965,3
42966,59
42967,55
42968,81
42969,71
42970,84
42971,82
42972,96
42973,79
42974,8
42975,20
42976,38
42977,77
42978,41
42979,17
42980,14
42981,44
42982,11
42983,47
42984,59
42985,43
42986,87
42987,14
42988,87
42989,48
42990,47
42991,27
42992,93
42993,37
42994,17
42995,23
42996,11
42997,42
42998,0
42999,30
43000,68
43001,43
43002,49
43003,78
43004,30
43005,52
43006,99
43007,64
43008,38
43009,69
43010,16
43011,65
43012,94
43013,83
43014,98
43015,97
43016,23
43017,66
43018,99
43019,7
43020,86
43021,71
43022,93
43023,4
43024,41
43025,48
43026,12
43027,84
43028,30
43029,54
43030,98
43031,70
43032,50
43033,58
43034,60
43035,45
43036,24
43037,21
43038,19
43039,9
43040,27
43041,51
43042,20
43043,58
43044,62
43045,52
43046,21
43047,51
43048,78
43049,87
43050,98
43051,60
43052,58
43053,36
43054,40
43055,54
43056,54
43057,73
43058,92
43059,12
43060,45
43061,30
43062,29
43063,44
43064,10
43065,74
43066,15
43067,50
43068,38
43069,90
43070,20
43071,39
43072,52
43073,28
43074,55
43075,60
43076,66
43077,27
43078,66
43079,47
43080,30
43081,89
43082,9
43083,63
43084,21
43085,72
43086,74
43087,26
43088,56
43089,2
43090,33
43091,79
43092,30
43093,97
43094,75
43095,75
43096,70
43097,55
43098,19
43099,72
43100,96
43101,95
43102,62
43103,29
43104,42
43105,15
43106,57
43107,30
43108,2
43109,87
43110,29
43111,77
43112,99
43113,84
43114,50
43115,7
43116,85
43117,55
43118,30
43119,42
43120,24
43121,0
43122,90
43123,27
43124,87
43125,84
43126,75
43127,93
43128,68
43129,91
43130,87
43131,82
43132,66
43133,9
43134,43
43135,21
43136,63
43137,54
43138,74
43139,6
43140,43
43141,39
43142,95
43143,28
43144,31
43145,85
43146,79
43147,67
43148,1
43149,78
43150,38
43151,40
43152,91
43153,55
43154,70
43155,30
43156,6
43157,82
43158,76
43159,73
43160,54
43161,19
43162,93
43163,12
43164,70
43165,80
43166,37
43167,31
43168,79
43169,51
43170,9
43171,35
43172,69
43173,68
43174,63
43175,6
43176,54
43177,47
43178,88
43179,91
43180,47
43181,37
43182,65
43183,43
43184,44
43185,99
43186,4
43187,20
43188,45
43189,88
43190,79
43191,17
43192,48
43193,74
43194,12
43195,37
43196,9
43197,90
43198,53
43199,21
43200,37
43201,13
43202,55
43203,32
43204,39
43205,67
43206,18
43207,64
43208,85
43209,19
43210,0
43211,15
43212,54
43213,43
43214,52
43215,89
43216,53
43217,1
43218,15
43219,63
43220,53
43221,34
43222,20
43223,17
43224,89
43225,8
43226,41
43227,30
43228,23
43229,60
43230,68
43231,75
43232,34
43233,87
43234,61
43235,30
43236,77
43237,95
43238,63
43239,27
43240,89
43241,75
43242,23
43243,77
43244,76
43245,8
43246,92
43247,45
43248,5
43249,56
43250,35
43251,92
43252,15
43253,42
43254,32
43255,0
43256,21
43257,72
43258,66
43259,7
43260,40
43261,10
43262,42
43263,80
43264,92
43265,39
43266,34
43267,61
43268,94
43269,55
43270,95
43271,0
43272,18
43273,26
43274,95
43275,97
43276,72
43277,21
43278,7
43279,77
43280,25
43281,37
43282,95
43283,93
43284,24
43285,65
43286,37
43287,97
43288,46
43289,36
43290,63
43291,85
43292,43
43293,76
43294,96
43295,4
43296,15
43297,31
43298,5
43299,66
43300,81
43301,39
43302,27
43303,37
43304,66
43305,29
43306,5
43307,98
43308,2
43309,45
43310,69
43311,66
43312,44
43313,45
43314,37
43315,67
43316,35
43317,7
43318,27
43319,83
43320,34
43321,68
43322,39
43323,24
43324,48
43325,71
43326,23
43327,99
43328,23
43329,0
43330,63
43331,23
43332,70
43333,67
43334,51
43335,17
43336,63
43337,30
43338,33
43339,33
43340,78
43341,44
43342,72
43343,2
43344,35
43345,38
43346,13
43347,38
43348,39
43349,48
43350,9
43351,86
43352,41
43353,54
43354,26
43355,17
43356,5
43357,40
43358,65
43359,94
43360,94
43361,72
43362,53
43363,69
43364,56
43365,43
43366,6
43367,69
43368,77
43369,64
43370,5
43371,69
43372,44
43373,65
43374,32
43375,83
43376,18
43377,44
43378,78
43379,26
43380,31
43381,68
43382,10
43383,71
43384,45
43385,73
43386,35
43387,99
43388,6
43389,61
43390,90
43391,70
43392,54
43393,4
43394,55
43395,82
43396,46
43397,89
43398,21
43399,94
43400,93
43401,11
43402,33
43403,52
43404,74
43405,30
43406,80
43407,77
43408,57
43409,22
43410,50
43411,94
43412,31
43413,71
43414,20
43415,54
43416,99
43417,36
43418,28
43419,3
43420,48
43421,48
43422,64
43423,54
43424,35
43425,55
43426,42
43427,3
43428,66
43429,71
43430,17
43431,4
43432,89
43433,69
43434,64
43435,67
43436,54
43437,42
43438,1
43439,89
43440,44
43441,64
43442,4
43443,8
43444,19
43445,2
43446,89
43447,76
43448,71
43449,51
43450,26
43451,2
43452,40
43453,8
43454,85
43455,34
43456,85
43457,5
43458,48
43459,94
43460,81
43461,73
43462,67
43463,21
43464,98
43465,58
43466,81
43467,87
43468,87
43469,62
43470,79
43471,32
43472,56
43473,39
43474,14
43475,15
43476,94
43477,84
43478,85
43479,5
43480,84
43481,66
43482,34
43483,70
43484,13
43485,82
43486,85
43487,82
43488,91
43489,90
43490,46
43491,36
43492,61
43493,8
43494,66
43495,15
43496,17
43497,77
43498,30
43499,32
43500,61
43501,72
43502,63
43503,55
43504,2
43505,23
43506,6
43507,62
43508,18
43509,33
43510,74
43511,90
43512,67
43513,8
43514,92
43515,41
43516,63
43517,12
43518,55
43519,89
43520,29
43521,76
43522,33
43523,7
43524,73
43525,58
43526,40
43527,15
43528,33
43529,34
43530,97
43531,30
43532,8
43533,69
43534,92
43535,72
43536,25
43537,10
43538,17
43539,54
43540,61
43541,71
43542,68
43543,18
43544,35
43545,68
43546,23
43547,43
43548,33
43549,86
43550,61
43551,74
43552,23
43553,2
43554,84
43555,26
43556,60
43557,43
43558,91
43559,27
43560,34
43561,20
43562,47
43563,20
43564,69
43565,20
43566,19
43567,70
43568,53
43569,23
43570,17
43571,61
43572,77
43573,84
43574,27
43575,65
43576,13
43577,85
43578,6
43579,43
43580,66
43581,95
43582,91
43583,34
43584,70
43585,73
43586,24
43587,5
43588,75
43589,65
43590,99
43591,52
43592,36
43593,86
43594,74
43595,46
43596,67
43597,11
43598,52
43599,91
43600,41
43601,43
43602,48
43603,51
43604,28
43605,20
43606,91
43607,87
43608,18
43609,29
43610,13
43611,22
43612,28
43613,97
43614,84
43615,64
43616,17
43617,30
43618,78
43619,60
43620,29
43621,14
43622,27
43623,92
43624,39
43625,47
43626,33
43627,12
43628,93
43629,33
43630,59
43631,0
43632,22
43633,33
43634,1
43635,49
43636,9
43637,0
43638,61
43639,77
43640,79
43641,71
43642,70
43643,41
43644,8
43645,90
43646,60
43647,70
43648,73
43649,41
43650,81
43651,93
43652,18
43653,95
43654,65
43655,59
43656,41
43657,4
43658,59
43659,30
43660,57
43661,30
43662,35
43663,40
43664,84
43665,42
43666,81
43667,41
43668,74
43669,67
43670,84
43671,12
43672,6
43673,67
43674,11
43675,28
43676,91
43677,93
43678,21
43679,40
43680,63
43681,13
43682,85
43683,19
43684,5
43685,84
43686,13
43687,60
43688,35
43689,99
43690,61
43691,70
43692,80
43693,26
43694,35
43695,68
43696,61
43697,43
43698,39
43699,20
43700,57
43701,29
43702,57
43703,88
43704,8
43705,80
43706,11
43707,46
43708,56
43709,85
43710,23
43711,52
43712,96
43713,80
43714,68
43715,51
43716,24
43717,85
43718,57
43719,44
43720,11
43721,45
43722,78
43723,22
43724,4
43725,33
43726,7
43727,98
43728,35
43729,83
43730,5
43731,27
43732,63
43733,2
43734,90
43735,44
43736,50
43737,66
43738,37
43739,16
43740,89
43741,97
43742,23
43743,65
43744,11
43745,83
43746,9
43747,30
43748,18
43749,12
43750,23
43751,18
43752,18
43753,0
43754,93
43755,63
43756,12
43757,55
43758,68
43759,50
43760,91
43761,63
43762,23
43763,61
43764,71
43765,10
43766,51
43767,80
43768,55
43769,76
43770,88
43771,10
43772,31
43773,32
43774,10
43775,80
43776,18
43777,31
43778,50
43779,10
43780,80
43781,39
43782,50
43783,67
43784,70
43785,24
43786,2
43787,49
43788,27
43789,20
43790,83
43791,55
43792,58
43793,90
43794,71
43795,14
43796,74
43797,40
43798,95
43799,8
43800,33
43801,97
43802,52
43803,42
43804,30
43805,15
43806,89
43807,35
43808,93
43809,23
43810,62
43811,38
43812,92
43813,4
43814,31
43815,6
43816,40
43817,31
43818,52
43819,46
43820,89
43821,81
43822,97
43823,80
43824,33
43825,90
43826,56
43827,10
43828,1
43829,25
43830,6
43831,28
43832,9
43833,22
43834,99
43835,72
43836,8
43837,99
43838,97
43839,0
43840,43
43841,90
43842,33
43843,98
43844,43
43845,57
43846,12
43847,52
43848,24
43849,26
43850,83
43851,74
43852,79
43853,87
43854,3
43855,14
43856,81
43857,36
43858,73
43859,90
43860,91
43861,44
43862,14
43863,33
43864,99
43865,45
43866,97
43867,75
43868,40
43869,31
43870,38
43871,77
43872,90
43873,2
43874,77
43875,22
43876,95
43877,45
43878,83
43879,8
43880,17
43881,56
43882,90
43883,1
43884,97
43885,91
43886,46
43887,12
43888,30
43889,91
43890,58
43891,50
43892,2
43893,85
43894,57
43895,45
43896,43
43897,12
43898,82
43899,15
43900,64
43901,29
43902,39
43903,31
43904,88
43905,71
43906,13
43907,83
43908,53
43909,40
43910,13
43911,26
43912,62
43913,15
43914,24
43915,84
43916,86
43917,59
43918,87
43919,52
43920,29
43921,92
43922,51
43923,94
43924,25
43925,88
43926,75
43927,77
43928,13
43929,90
43930,96
43931,57
43932,3
43933,16
43934,56
43935,72
43936,84
43937,90
43938,23
43939,87
43940,56
43941,36
43942,64
43943,73
43944,35
43945,40
43946,78
43947,48
43948,17
43949,72
43950,59
43951,62
43952,64
43953,76
43954,44
43955,50
43956,1
43957,82
43958,33
43959,64
43960,10
43961,61
43962,14
43963,89
43964,23
43965,69
43966,46
43967,8
43968,36
43969,88
43970,1
43971,3
43972,4
43973,8
43974,94
43975,53
43976,17
43977,42
43978,49
43979,60
43980,17
43981,33
43982,42
43983,83
43984,5
43985,47
43986,11
43987,60
43988,34
43989,86
43990,76
43991,49
43992,27
43993,23
43994,86
43995,83
43996,51
43997,67
43998,82
43999,15
44000,76
44001,21
44002,85
44003,93
44004,78
44005,56
44006,73
44007,22
44008,68
44009,26
44010,72
44011,23
44012,38
44013,20
44014,97
44015,84
44016,61
44017,0
44018,96
44019,94
44020,1
44021,7
44022,16
44023,28
44024,71
44025,64
44026,54
44027,62
44028,96
44029,18
44030,68
44031,73
44032,34
44033,68
44034,82
44035,20
44036,21
44037,76
44038,19
44039,38
44040,17
44041,38
44042,23
44043,63
44044,38
44045,43
44046,53
44047,47
44048,46
44049,74
44050,19
44051,44
44052,58
44053,61
44054,95
44055,6
44056,45
44057,94
44058,20
44059,81
44060,40
44061,41
44062,99
44063,73
44064,34
44065,44
44066,4
44067,20
44068,32
44069,65
44070,56
44071,67
44072,2
44073,46
44074,27
44075,69
44076,81
44077,16
44078,4
44079,0
44080,91
44081,35
44082,97
44083,83
44084,65
44085,49
44086,88
44087,35
44088,81
44089,27
44090,59
44091,79
44092,94
44093,85
44094,89
44095,45
44096,42
44097,28
44098,47
44099,88
44100,64
44101,51
44102,73
44103,66
44104,77
44105,95
44106,99
44107,84
44108,98
44109,36
44110,40
44111,15
44112,76
44113,78
44114,77
44115,7
44116,91
44117,44
44118,59
44119,67
44120,46
44121,26
44122,46
44123,84
44124,85
44125,46
44126,2
44127,48
44128,61
44129,27
44130,47
44131,73
44132,48
44133,69
44134,16
44135,61
44136,10
44137,98
44138,84
44139,62
44140,28
44141,79
44142,37
44143,86
44144,38
44145,32
44146,49
44147,42
44148,74
44149,64
44150,12
44151,79
44152,94
44153,31
44154,34
44155,58
44156,28
44157,68
44158,98
44159,22
44160,95
44161,48
44162,39
44163,34
44164,65
44165,4
44166,80
44167,38
44168,11
44169,71
44170,39
44171,34
44172,91
44173,40
44174,14
44175,4
44176,90
44177,17
44178,99
44179,50
44180,61
44181,32
44182,73
44183,64
44184,7
44185,5
44186,23
44187,37
44188,73
44189,35
44190,14
44191,68
44192,5
44193,14
44194,95
44195,0
44196,2
44197,91
44198,96
44199,69
44200,97
44201,51
44202,36
44203,42
44204,60
44205,73
44206,16
44207,5
44208,87
44209,10
44210,6
44211,13
44212,97
44213,86
44214,59
44215,32
44216,43
44217,0
44218,99
44219,36
44220,45
44221,36
44222,99
44223,85
44224,60
44225,83
44226,50
44227,19
44228,25
44229,20
44230,6
44231,97
44232,28
44233,41
44234,6
44235,26
44236,67
44237,7
44238,90
44239,52
44240,43
44241,3
44242,76
44243,12
44244,46
44245,98
44246,92
44247,30
44248,29
44249,63
44250,97
44251,96
44252,98
44253,62
44254,50
44255,85
44256,86
44257,72
44258,6
44259,88
44260,99
44261,78
44262,52
44263,25
44264,30
44265,68
44266,19
44267,26
44268,60
44269,62
44270,85
44271,86
44272,72
44273,91
44274,56
44275,60
44276,12
44277,83
44278,43
44279,69
44280,83
44281,7
44282,13
44283,15
44284,32
44285,21
44286,41
44287,32
44288,64
44289,27
44290,63
44291,79
44292,79
44293,83
44294,77
44295,64
44296,7
44297,67
44298,76
44299,87
44300,84
44301,48
44302,99
44303,89
44304,4
44305,76
44306,55
44307,86
44308,38
44309,37
44310,79
44311,30
44312,65
44313,18
44314,44
44315,17
44316,69
44317,64
44318,16
44319,10
44320,46
44321,50
44322,74
44323,9
44324,21
44325,28
44326,71
44327,29
44328,41
44329,94
44330,93
44331,1
44332,92
44333,30
44334,50
44335,44
44336,5
44337,27
44338,30
44339,83
44340,36
44341,19
44342,93
44343,77
44344,32
44345,8
44346,53
44347,89
44348,4
44349,18
44350,46
44351,88
44352,50
44353,34
44354,3
44355,18
44356,93
44357,21
44358,16
44359,34
44360,25
44361,61
44362,79
44363,92
44364,18
44365,12
44366,56
44367,26
44368,10
44369,99
44370,15
44371,20
44372,71
44373,60
44374,53
44375,80
44376,29
44377,42
44378,17
44379,22
44380,99
44381,2
44382,78
44383,39
44384,85
44385,34
44386,72
44387,75
44388,4
44389,86
44390,50
44391,97
44392,85
44393,66
44394,68
44395,76
44396,54
44397,41
44398,35
44399,33
44400,99
44401,59
44402,94
44403,46
44404,4
44405,98
44406,76
44407,10
44408,84
44409,16
44410,41
44411,95
44412,67
44413,12
44414,48
44415,34
44416,21
44417,13
44418,61
44419,32
44420,48
44421,31
44422,71
44423,21
44424,53
44425,36
44426,14
44427,80
44428,24
44429,63
44430,21
44431,73
44432,98
44433,62
44434,90
44435,50
44436,89
44437,55
44438,1
44439,63
44440,29
44441,92
44442,75
44443,64
44444,37
44445,61
44446,93
44447,42
44448,68
44449,43
44450,31
44451,28
44452,92
44453,49
44454,78
44455,43
44456,51
44457,63
44458,50
44459,83
44460,75
44461,72
44462,35
44463,91
44464,88
44465,14
44466,20
44467,88
44468,69
44469,95
44470,68
44471,60
44472,71
44473,38
44474,91
44475,28
44476,56
44477,32
44478,25
44479,59
44480,72
44481,26
44482,12
44483,56
44484,18
44485,39
44486,79
44487,90
44488,44
44489,20
44490,67
44491,70
44492,99
44493,47
44494,84
44495,54
44496,54
44497,0
44498,60
44499,49
44500,64
44501,97
44502,34
44503,74
44504,28
44505,74
44506,17
44507,84
44508,78
44509,93
44510,27
44511,43
44512,37
44513,68
44514,23
44515,93
44516,16
44517,35
44518,52
44519,67
44520,54
44521,34
44522,50
44523,21
44524,11
44525,10
44526,77
44527,40
44528,70
44529,28
44530,50
44531,21
44532,74
44533,92
44534,78
44535,17
44536,72
44537,0
44538,72
44539,57
44540,28
44541,18
44542,84
44543,91
44544,73
44545,56
44546,8
44547,74
44548,41
44549,13
44550,1
44551,24
44552,36
44553,97
44554,93
44555,73
44556,33
44557,88
44558,99
44559,17
44560,39
44561,93
44562,91
44563,82
44564,77
44565,10
44566,30
44567,37
44568,26
44569,20
44570,84
44571,66
44572,15
44573,59
44574,25
44575,8
44576,11
44577,12
44578,70
44579,39
44580,92
44581,52
44582,5
44583,64
44584,63
44585,9
44586,12
44587,1
44588,60
44589,85
44590,55
44591,41
44592,65
44593,74
44594,41
44595,71
44596,67
44597,55
44598,51
44599,70
44600,64
44601,34
44602,90
44603,12
44604,7
44605,8
44606,92
44607,36
44608,51
44609,98
44610,51
44611,79
44612,66
44613,55
44614,71
44615,46
44616,23
44617,45
44618,9
44619,77
44620,43
44621,12
44622,79
44623,8
44624,29
44625,91
44626,99
44627,40
44628,18
44629,96
44630,48
44631,99
44632,82
44633,34
44634,76
44635,74
44636,66
44637,5
44638,26
44639,61
44640,95
44641,16
44642,73
44643,66
44644,74
44645,8
44646,49
44647,63
44648,28
44649,23
44650,35
44651,29
44652,30
44653,61
44654,90
44655,47
44656,12
44657,27
44658,49
44659,17
44660,16
44661,10
44662,44
44663,37
44664,31
44665,56
44666,54
44667,37
44668,48
44669,69
44670,93
44671,44
44672,43
44673,20
44674,63
44675,41
44676,12
44677,64
44678,86
44679,63
44680,52
44681,36
44682,29
44683,73
44684,37
44685,29
44686,43
44687,58
44688,38
44689,96
44690,72
44691,87
44692,57
44693,61
44694,8
44695,69
44696,27
44697,10
44698,67
44699,20
44700,55
44701,73
44702,24
44703,49
44704,35
44705,71
44706,50
44707,65
44708,62
44709,24
44710,12
44711,24
44712,30
44713,8
44714,12
44715,88
44716,81
44717,67
44718,91
44719,43
44720,56
44721,59
44722,83
44723,53
44724,38
44725,46
44726,65
44727,85
44728,38
44729,81
44730,0
44731,76
44732,60
44733,85
44734,9
44735,77
44736,19
44737,3
44738,50
44739,68
44740,40
44741,63
44742,61
44743,61
44744,49
44745,13
44746,91
44747,16
44748,48
44749,8
44750,57
44751,79
44752,11
44753,47
44754,53
44755,25
44756,43
44757,81
44758,20
44759,53
44760,60
44761,15
44762,59
44763,90
44764,95
44765,80
44766,12
44767,98
44768,49
44769,46
44770,81
44771,83
44772,9
44773,73
44774,18
44775,14
44776,82
44777,29
44778,52
44779,96
44780,89
44781,39
44782,42
44783,92
44784,30
44785,91
